mastery,recent_avg_score,latest_score,difficulty,days_since_study,attempts,exam_urgency,success
0.48665833083816035,0.8363218267590399,0.8777627700866395,0.5717280523760754,21,7,0.2669756630918936,1
0.5206724024715378,0.4472207865843608,0.4331416979427223,0.8262919241943578,0,13,0.14024908899861077,1
0.10857574113544355,0.05021879204664385,0.0448405369648118,0.7269946142868826,37,11,0.10774094595589656,0
0.23021399089488082,0.1143999794269962,0.04187737297342088,0.37092228386243875,12,12,0.8082514720643018,1
0.952899395069745,0.9990935110024486,0.9834297212366395,0.25596509056760275,39,14,0.16460781758201815,1
0.43509706000303794,0.28174455108468366,0.2990033428568956,0.7486080194569492,33,13,0.8934466396978632,0
0.315929051830793,0.34225495199445577,0.301162228911082,0.37365772887371007,35,1,0.746789611349026,0
0.9368131505337792,0.7726340466242995,0.9377268398474244,0.8311126721249061,35,2,0.1792683081577391,1
0.8745620408374645,1.0,0.9105272981044173,0.7774048382411776,12,14,0.5007411862023423,1
0.013936287708201545,0.18283411106584754,0.1918926017560221,0.6776586736128575,38,1,0.506329931620633,0
0.5811166092209024,0.47573832518945225,0.44232598111937105,0.7154071296158017,3,11,0.13105775155731325,1
0.9275625510065076,0.8694622190064782,0.8366949095702821,0.4885840453515333,20,9,0.9556232570469699,1
0.9248084293120271,0.8979453712863672,0.9221950504134894,0.6339751116810851,33,1,0.14033959706391264,1
0.9662319121431817,1.0,0.914675664944118,0.8043609156129707,17,7,0.7847634492521874,1
0.10914399676573494,0.021653936236501928,0.0,0.2326407419664337,13,7,0.6060158207000109,0
0.6031071573387257,0.5395744260547968,0.4518883482380379,0.6519310255799742,38,13,0.45389688207629975,1
0.23666236299758114,0.10504809358302439,0.2887394464151558,0.10527807985412496,35,0,0.5944336637564518,0
0.8246641904563413,0.7062413410449528,0.6817135564507418,0.9209704724874502,23,2,0.28472008233793555,1
0.11549006366535497,0.08690921438839515,0.06027046538749964,0.1746414709358527,33,0,0.5911438161109712,0
0.39363045683202824,0.4358412258399327,0.4411567605977194,0.8750049422346086,31,12,0.04347506201279194,1
0.23674487110439602,0.4879250681760674,0.6452605584235916,0.4162624257031923,11,0,0.3736141384595716,0
0.10167190290371597,0.2446090572743798,0.2708839797890936,0.9248418690180621,27,1,0.8435749515977528,0
0.9795706805865927,0.9229877036925989,0.9493594241282508,0.6424832759955477,24,11,0.13455220841314708,1
0.5142228701904145,0.6908019069495933,0.43413606285646356,0.3850894961003535,27,9,0.26646331750084606,1
0.4778772740237458,0.517236732069439,0.6899717534858575,0.367511810115128,20,5,0.32749556441254546,1
0.6857433454559454,0.6456086047732402,0.775613064243136,0.9163480195381779,34,7,0.3283612050046888,0
0.8485604887736246,0.9012396678222204,0.9840384855019263,0.5327222760657402,30,9,0.2881556141824617,1
0.20240459312571835,0.2962866342158377,0.2772215284653217,0.6143797405419198,25,1,0.7257156282714269,1
0.935939822700626,0.927905441952842,0.8107047226933604,0.8008841760850967,16,8,0.7826241046295469,1
0.9460270628173303,0.9499609139624816,0.8283048990243689,0.09504919756440122,20,9,0.1712913040927888,1
0.5724305140338497,0.2974757730020777,0.3279124459051037,0.7639233900065879,36,11,0.4921532155754291,0
0.9312362356901018,1.0,0.8418405600546057,0.08770901191076841,19,9,0.4186083007903795,1
0.6712314133085926,0.7994480000272772,0.8227358020409941,0.7625321470706523,25,4,0.364192017772054,1
0.15761164862499966,0.20361891234741908,0.30360133703844855,0.43790403719875326,29,5,0.7296857086773779,0
0.9361399868384622,0.9604167298582055,1.0,0.3763594734808262,26,14,0.7177602360036435,1
0.11847857721704136,0.39779694925857156,0.37728078037196716,0.12192167833511258,19,8,0.6860963651054488,1
0.45431796184174655,0.2620468169146755,0.13688209550406158,0.4585480817985511,12,6,0.3019273914424916,0
0.7812940354315159,0.611762129364432,0.3807517857011675,0.8792000243077452,27,4,0.8368965796609382,1
0.9991047304742386,0.9196197353836482,0.9334438785895164,0.09044072698413275,27,13,0.028999503204469423,1
0.143021875166635,0.16663500676546988,0.24868785430721177,0.9106382271308853,11,9,0.036162710494696215,1
0.051657917014398924,0.0,0.0,0.23855282062738847,11,12,0.057231940153260386,0
0.9277954301722804,0.9515302400053026,1.0,0.8379802186553831,17,0,0.20178211071905539,1
0.5045309901929865,0.6669612969413142,0.6761739627847252,0.851131099761935,17,2,0.7346210919351616,1
0.27075875131780025,0.36718895364323245,0.5392659367598308,0.6115436059770696,20,0,0.6163089699275328,1
0.8841457113668172,0.6644370122651135,0.757266711421962,0.09172100582419807,30,2,0.9800271795541925,1
0.784080948341408,0.7613716274290393,0.7942378276572875,0.1451302546650497,9,14,0.30134263251471793,1
0.6997759445890661,0.6599973639373955,0.7714566083951332,0.148438989920058,18,7,0.40403439074076597,1
0.11921752619774462,0.12754326241367805,0.14356232174538558,0.3047046037608313,24,6,0.6109875470366283,0
0.41181089658557024,0.31180663987164153,0.15284989054074463,0.5883062484090082,24,4,0.0360598342773637,0
0.4741326750901703,0.6068518794790461,0.5106427678448833,0.5657719004319209,23,10,0.64794848220121,0
0.3162141518240431,0.27550313375796126,0.3818882870313971,0.4314181951798901,21,9,0.3606573344502543,0
0.7367056884822203,0.7476881098630053,0.8057658193959849,0.5036329251830992,29,7,0.7998704107638365,1
0.8373823623450686,0.9172525907026801,1.0,0.0555679169068779,3,4,0.3341300405015458,1
0.31389336980198923,0.0941246396961744,0.06056390288430978,0.8271734245206864,28,12,0.3722615731915482,1
0.6008404079450809,0.4205399932201732,0.12408710943600809,0.9584291809009724,3,14,0.7721048913545856,1
0.6876650491660925,0.5003500468067594,0.47061771053699586,0.6408886345861594,13,0,0.20905765860224146,1
0.16375130425829587,0.08114663039060474,0.17092817123165954,0.9891330026836055,38,8,0.8390697308817134,0
0.1415958885687747,0.31005445561676154,0.2658008844275431,0.08004928364618502,33,11,0.433779027322593,0
0.15067297381324019,0.03773832230224519,0.0,0.04464908897427888,25,3,0.29205933031452835,0
0.5864451730147959,0.29913393642673936,0.22047735891632247,0.24366745405571355,33,12,0.6375887004784591,0
0.6702032553513549,0.6511010707857476,0.671439894847742,0.3666083849326124,29,8,0.338456483297326,0
0.48257250858729395,0.5181426686843331,0.7216499989574399,0.5047914829034981,17,13,0.5871239405369806,0
0.3405907955915243,0.23393511800381406,0.22686707983860693,0.9173376725516761,25,9,0.17750658243696749,0
0.19160300966269983,0.1724452127720578,0.10715359830558659,0.4482073282568715,16,4,0.5984771915577366,1
0.27802210660081383,0.17005873222228338,0.18904307150602767,0.9818059475425355,32,9,0.4775058736277328,0
0.9033278719640531,0.6141372360680681,0.49850247004153486,0.7820051707381772,18,13,0.11410407118363719,1
0.4400886995273686,0.3395930910371455,0.36313792786813853,0.9698151167055694,4,14,0.28822824548790527,0
0.7499835379352686,0.699113887644888,0.5339379728269613,0.04094696028571976,20,11,0.4896997418169059,0
0.46497345619365305,0.25197800903659767,0.3035190493266788,0.7936821505599726,25,1,0.5554617101377639,0
0.9247016672198887,1.0,1.0,0.3727023413067342,38,0,0.109282291114558,1
0.7132581963116982,0.7668168540168658,0.6861569635861285,0.7394314684765099,15,12,0.048963709823279244,1
0.6218977733752458,0.5690194827868766,0.5722302501839701,0.5146293421163498,10,10,0.029607289128613212,1
0.8956348813836968,1.0,0.8959413947487567,0.8527811296319127,20,5,0.8533446711440594,1
0.590320250883149,0.5530621737396357,0.5244398787555689,0.8865575621718692,34,2,0.0848115912357631,0
0.7176391476415676,0.8015427554449541,1.0,0.2963620570111649,31,6,0.1368212780296263,1
0.9975800372629172,0.845086186725167,0.6720190261744452,0.392369092921794,19,13,0.49691659613034944,1
0.3653784631991335,0.2329295794652926,0.29165549614557185,0.017668780999912204,12,6,0.6345402649517972,1
0.4203817715052771,0.21734625360490553,0.21558997095716095,0.5408566369449512,39,4,0.8969967987729952,0
0.32534273051667706,0.3831907507797401,0.330918881162772,0.7423179494179767,8,8,0.6534392090094951,1
0.24137206162666291,0.34166900918438337,0.37660407144042635,0.8743143652908074,0,4,0.5614893944143846,0
0.7838241093757136,0.8818372134398085,0.9443457335646238,0.9947017489350248,23,10,0.8146384431178827,0
0.7875898362293392,0.7300974557199016,0.8091776278378005,0.10189415731454488,17,9,0.955349428187811,1
0.4329724928677672,0.547218931244554,0.3220412021826493,0.10300268413015878,11,0,0.24606661150493847,1
0.45511784241176234,0.4309852838695027,0.542281873035529,0.05096048257488606,34,1,0.3845043779899281,1
0.6981897256099134,0.5889207395393397,0.644775635466762,0.3941257771780975,9,6,0.0016607076748005323,1
0.8627645637408781,0.8613144056462859,0.8402454042099703,0.4895020065072081,1,4,0.43132702014644964,1
0.8412037062149564,0.8296622337841566,0.9424641195190868,0.24248285302833272,36,7,0.6832583576588129,1
0.33073574205486667,0.42281381091021386,0.3087977189975908,0.4607696052395662,34,10,0.15045401155747407,1
0.13820537163853075,0.17158261881308598,0.1873945273035969,0.18832197481135182,32,0,0.11062946756220327,0
0.24163890873908578,0.3841659199305182,0.28210361797918443,0.849435333089779,19,0,0.8533694593423667,0
0.1627434861049576,0.11813748251467421,0.02882442035618793,0.2542634837541573,9,13,0.4544574302986578,0
0.9846495336176436,1.0,0.9079149602190872,0.31839911782845964,21,11,0.6007339188626425,1
0.4140260937892364,0.5028278021457566,0.5665184304829777,0.029834770099697483,29,5,0.01903414781748658,1
0.7251833208508688,0.9270013151669676,1.0,0.31715317112997876,4,13,0.5938305480284476,1
0.14371866145553414,0.01250209700009619,0.052201227449980195,0.5072927015820433,4,14,0.004007604733339498,1
0.9930845819305065,1.0,1.0,0.8973021997540936,3,13,0.5362004131113752,1
0.27318719150087634,0.18365540070257474,0.05862384681026009,0.294755193202763,13,9,0.8362451768426012,1
0.5957137746857274,0.7228206233532859,0.8254043076418098,0.2536645065618285,24,9,0.5535408400896115,1
0.6776207635997941,0.832100496992402,0.9420984620266103,0.7584222371847541,28,14,0.4192723879008051,1
0.012469877941213237,0.0,0.025288481496989892,0.4079614303605652,37,1,0.8896564216753973,0
0.6825815982092204,0.7153660809514751,0.6014231808423176,0.1784417618218309,27,2,0.8589828605577138,0
0.2121474075233014,0.0,0.0,0.8783657338108016,25,5,0.5170194868494292,0
0.7311359766527954,0.7786480415844942,0.9347918617648515,0.10461509680477521,31,13,0.8655725393210282,1
0.09986247716072949,0.27116071120287005,0.4548993787516221,0.023140094581946435,8,14,0.3771446803556807,0
0.8875710884880433,0.9032980276135807,0.9398454748778642,0.6087411288982467,22,8,0.40913997762479715,1
0.9353813695664948,0.8766113476183497,0.9674714836075609,0.3772059828830039,14,5,0.13110869302621986,1
0.6845620733936773,0.45212604146902746,0.5187833083299809,0.24359674535860742,7,1,0.7535045630002579,0
0.27811335687148786,0.3778371797916448,0.24361966315455408,0.5220123013665123,2,7,0.2594398398545342,1
0.4814913403262807,0.5684052616210281,0.574705498454498,0.4955065566286184,35,1,0.25243629054958727,0
0.7648035526072343,0.7614456578236082,0.7840016417746263,0.9845686082507541,24,14,0.9529991327679814,1
0.1377935359278052,0.28718722136537866,0.2440532775414276,0.0969778887054793,32,12,0.6167561790773091,0
0.16531132336729115,0.1699410581250012,0.1387664250427565,0.8519331577947986,14,8,0.7351294275196334,0
0.37125263708827716,0.41801564172667743,0.4282709600993041,0.7723529876745681,1,3,0.941538856738099,1
0.8961220824236303,0.742880109027203,0.7498720671266855,0.846478536067957,24,2,0.4135679313099698,1
0.24525897302320965,0.3637475904287777,0.4794983662308911,0.8745751398555718,29,5,0.5308503942878144,0
0.24479650155014543,0.20664771571472992,0.11994719008238729,0.8879888286055799,0,11,0.517661521287729,0
0.529745666182498,0.5794007442453236,0.5561738112529001,0.13175483289206746,14,1,0.9522497158456833,1
0.953205524905189,0.990359934734289,1.0,0.20771725335153923,6,3,0.030054578761178785,1
0.9168484076291957,1.0,1.0,0.465014131989273,38,6,0.5318860913460681,1
0.9886038985195765,1.0,0.6351587174785216,0.46875929701395247,33,2,0.9206658582735678,1
0.05010668969693377,0.2145716083306296,0.166168595173362,0.6227087449882082,2,11,0.7936353838623774,1
0.9237833160931802,0.803502038410284,0.792529293240855,0.002308772586742003,22,14,0.2808963859641551,1
0.45826204153651395,0.46241546643874465,0.4341358915239876,0.6322828130302102,19,5,0.9218524501549951,1
0.7261801283839011,0.8587416342322047,0.8175079470117317,0.5996953567159904,2,7,0.9500610946244371,1
0.17723550124927256,0.2655054723406774,0.3029441175113037,0.04025373993992376,39,6,0.8924876896873263,0
0.9918077164976282,0.9554933453611747,0.9072143294887102,0.30248028113792813,14,14,0.3663354885565363,1
0.4031402041190819,0.4454666236822431,0.5221489108606675,0.5089341517513543,29,13,0.41930098792781023,0
0.3423624333000541,0.2926256653997511,0.35601670317312534,0.12580701831228525,33,1,0.6674899231467579,0
0.6629097142100953,0.7083708266251025,0.5848895179339546,0.19780984725919692,6,11,0.8606304013961301,1
0.6678491588479863,0.6741099570868904,0.6467249065322667,0.13865449623341952,11,4,0.6747365473492779,0
0.20252240792418597,0.27645856808445457,0.06566323390671025,0.9529224684855657,23,9,0.2551069310273807,0
0.32049116167801617,0.46300728880455067,0.4832847936297874,0.6854277207610142,21,0,0.40006144613475536,0
0.6102274444332458,0.543294882914515,0.6238627468387651,0.8539843761472291,13,4,0.5445484020413396,1
0.6322025001148623,0.5407236851515441,0.4548030832939871,0.9126718352555361,38,13,0.843322885761979,0
0.7449915257796885,0.7205032956470266,0.7314680711044275,0.4806076309423065,25,6,0.24022627614900316,1
0.28932013610233454,0.3035218857089191,0.3479945675284424,0.4099823882250432,11,3,0.8160560167528311,0
0.16769951967778096,0.16046929810962654,0.05327304288060461,0.7975108356807525,5,12,0.13832907011604922,0
0.11570416730942945,0.08818904888315249,0.0,0.1925908232309098,37,2,0.4228003325467935,0
0.9329007824132532,1.0,1.0,0.13799751734790533,23,11,0.27063215227086046,1
0.6634532572290868,0.49568009805322466,0.34131757780101646,0.17635638000807585,6,6,0.55218492855933,1
0.6861629156151504,0.7078065887783181,0.6422010951142214,0.9994219092241878,1,7,0.09519908696086399,1
0.9766640782165892,1.0,1.0,0.4247769248154559,8,0,0.6722644312234448,1
0.7874638746315022,0.6247661980963157,0.5453062525838103,0.41666599803988014,15,4,0.7488207796670548,0
0.49125744639136615,0.462404982742925,0.4726081124669824,0.8790687796589601,36,1,0.1535255220546139,0
0.06751848018741502,0.12155655355267259,0.12186740857123626,0.43631665969426314,34,11,0.034838350279915664,0
0.8231273174161865,0.8113137971392409,0.7869241861215072,0.8608009736205361,10,12,0.5389417662641869,1
0.09275607742449477,0.07296354437694853,0.20180796930877376,0.25745195932396336,13,11,0.5041786043908139,0
0.4646796378573296,0.1863263506471834,0.0,0.20837934143501502,25,11,0.1189103480339605,1
0.17629136502213016,0.2985766082111416,0.40159614852641473,0.3985066234742124,27,14,0.13721125779061238,0
0.4487295072012506,0.46200308191069195,0.4621370665861406,0.9755956458283996,38,13,0.19230067903513304,1
0.6560738790950633,0.6255208987231397,0.47478833394583486,0.5664206508096447,29,8,0.8285469248387858,0
0.026577764997291697,0.0,0.0,0.4861920756222755,24,3,0.41865608731480164,0
0.82661148465793,0.7351745496606991,0.7500372591909822,0.270696761495107,5,7,0.314749618564381,1
0.6766523825096377,0.7525953322625144,0.7515314646006951,0.21227713884074295,23,13,0.6462907632285592,1
0.8902639618236188,1.0,1.0,0.9355419438426551,18,0,0.21517827462871852,1
0.1954865095820041,0.08430253624314601,0.2327944149165311,0.09915697059881434,16,3,0.42273403427206224,1
0.1346920249233473,0.05662439047467625,0.0,0.3607586865182536,9,0,0.35736962350205415,0
0.6104850673417885,0.5517957711675177,0.5332001034489128,0.9296666209195551,27,1,0.10740295628857721,1
0.619569256310312,0.4761261793945397,0.6086217473327028,0.7542715149378925,4,12,0.5260605268860209,0
0.04417510294416127,0.10704921744728177,0.17992064085471637,0.948645498712641,3,8,0.8061909654447252,1
0.9786341439004389,0.8365387440726462,0.8451892982647924,0.39752502455499295,31,8,0.12805261054778694,1
0.19320832244513053,0.3794339368598292,0.5071320200796335,0.589331166127476,23,5,0.4086693773667128,0
0.6331491821447094,0.5836912567298733,0.40292157075238,0.3914919795306634,30,4,0.45104650018525505,0
0.46181791144974826,0.4980544005520608,0.42551524835126325,0.3207155466940761,38,5,0.3785927875597309,1
0.16606263241397312,0.28598299231091184,0.29572433360669004,0.21453897256014365,31,8,0.7555395424734273,0
0.8267898819237445,0.9062396660735548,0.9712645666313912,0.6689476589915796,39,0,0.9455198910219065,1
0.9239004005454299,0.8490683178344444,0.8514038494458999,0.038541999323435716,37,10,0.5626680138319331,1
0.7434599612223853,0.482986112046936,0.28157585256040696,0.46575744035725497,18,0,0.7866497124935993,1
0.8787636197825396,1.0,1.0,0.2703417881993275,26,2,0.774907903381328,1
0.5364879237522507,0.6379458967700732,0.48038396405301165,0.8556421217024035,34,2,0.5942726943015799,0
0.3744639364489377,0.06892376027019415,0.13035080410590055,0.48176355136217164,9,8,0.9821442963178444,0
0.4249793856661014,0.09162007197867272,0.0568677307593208,0.11839908317866876,35,11,0.8377168581870411,0
0.3037966184099441,0.5241437191775464,0.5038495248100094,0.5204574437672277,20,6,0.6901267695784598,1
0.6683307407951538,0.6656610054132485,0.5093725708792635,0.04009500987277592,23,6,0.5222508939823721,1
0.1396236541791207,0.22866712253665958,0.0408682459400688,0.09681014930497145,20,14,0.4049940614958173,0
0.9744171231088467,1.0,1.0,0.871409086741214,35,9,0.4290261213574127,1
0.03589888600735891,0.0,0.0,0.9587075259719341,26,0,0.7057970036294882,0
0.9029891534061367,0.872643379847997,0.9288706670394463,0.8374757437877769,36,1,0.05982433731729919,0
0.15575767097457938,0.11061221852056363,0.05990169047773943,0.5674481135493233,28,5,0.4450160548539922,1
0.9687523213615988,1.0,0.9620313474857439,0.2860473018403953,7,14,0.094286053488007,1
0.7078438944014478,0.5260733213062231,0.6089854284128284,0.8421546555168719,14,14,0.12693525679091977,1
0.5456756940810478,0.5669470581149104,0.5960701997996484,0.9718038186467113,17,10,0.4829383894717839,1
0.3863414572231818,0.17608962849594528,0.1855079343191765,0.08975323525119527,28,1,0.7798698438723117,0
0.9306844885446205,1.0,0.9457442179888175,0.15752334131747947,34,3,0.9757360243896606,1
0.5157556762880513,0.5848212574880387,0.44383931459325765,0.23636043538354456,22,0,0.1536018325377585,1
0.1951242410923364,0.2784847144877454,0.3040753994981677,0.53721888369434,26,9,0.2018672516095411,0
0.6177889085055832,0.4296372585339234,0.5557309908902219,0.3479007757565923,4,1,0.22592895791678247,1
0.9456936518244733,0.9490563142675785,0.9273336984457109,0.540476692170755,16,2,0.3207341189534516,1
0.6728533946848935,0.771784642171091,0.8638997168105702,0.7219067795126763,36,2,0.9366696918651266,1
0.10731236283252044,0.0,0.023694861154594977,0.5081929147782448,37,6,0.9948148928296083,0
0.477946580739831,0.39819146073225525,0.4342506284979394,0.592956631149616,9,3,0.6376089802290499,1
0.9813871012530017,1.0,0.9693434378712942,0.4755611732329348,28,0,0.8222135460938069,1
0.7817570475739452,0.9578187976590302,0.9463978084812465,0.8562290037966075,30,9,0.3476736348359033,1
0.6718541886140673,0.5849008624319404,0.4995249401731992,0.4250817675141312,25,12,0.5057623147427412,1
0.45970946445359206,0.28845309619124315,0.11169088489730505,0.13115516918470993,15,2,0.6268249827842086,0
0.894687886867815,0.8751520072719021,1.0,0.9560466595226291,32,2,0.19766698225463952,1
0.5293913540262875,0.5431414864691528,0.5761358403348793,0.7081575538426351,33,2,0.35768263152597424,0
0.14742595348558585,0.16887486907994512,0.10724556026073431,0.12727619832903925,28,8,0.7050281965241929,1
0.48112310176314976,0.5198587974543395,0.40485024803910313,0.8150730962187541,8,6,0.8205570826398607,1
0.36081056141751533,0.40044535489150634,0.3792719746370669,0.39206002241544324,28,3,0.7517807092307816,0
0.2728043301458357,0.280953910446156,0.33576674841037557,0.302964628837302,34,5,0.23599726262055265,0
0.9300033473547173,1.0,0.9684825610114776,0.867172276606706,24,14,0.6135164847298321,1
0.908608246555642,0.8576727213818143,0.9655606252847881,0.08115400042389931,28,0,0.4772006332829246,1
0.4073623878629723,0.4444893762818057,0.5426373512126172,0.836613041032693,39,1,0.22517766610554546,0
0.8478368672236546,0.7362051047512485,0.887841969423782,0.889899007072331,6,4,0.4016616340093764,1
0.6062993981927156,0.5779003392344876,0.3998265284781405,0.5570017818814502,24,4,0.1697999737727075,1
0.05794534453812994,0.0,0.0,0.8341208920021081,0,10,0.1919211614110854,1
0.8119882015105448,0.7944909465398869,0.7552869669528138,0.14005540468949063,11,10,0.8144738760309339,1
0.27620736345656605,0.1365905074814935,0.152796463387781,0.4299570499000478,39,6,0.25303474992968356,0
0.7718493432291552,0.7702966910567246,0.6249367630635615,0.21307493439900238,27,0,0.571167362055741,0
0.038644309826884604,0.18139895046140178,0.16609636284078047,0.8099407364448706,30,1,0.3952346537588943,0
0.37154320840636157,0.4846751045533946,0.3861756117809504,0.41004878691499425,17,7,0.861814417816014,0
0.6904019545155015,0.7357584742748653,0.7810123161728245,0.4033544032491283,9,13,0.24587558700505863,1
0.7545731382181347,0.8904959166804853,1.0,0.20056247132155403,6,2,0.4638281104628762,1
0.7960604476258709,0.7699382844137121,0.7315581918429376,0.26603087262166525,24,4,0.2547283501174674,1
0.9437983681037112,1.0,1.0,0.8466710505082435,25,5,0.03511681110966658,1
0.63925034035617,0.7306729132412656,0.8482235708921435,0.9173955892661422,24,12,0.8483807540610809,1
0.050535988650057706,0.17987719133947952,0.057889616855327355,0.6189163811735259,21,11,0.12829325851112017,0
0.9385114589610658,0.7266850211247239,0.8240669282964548,0.8766781387517029,7,7,0.7447709278167541,1
0.749352861699006,0.6940495035672166,0.7588889046910878,0.23833852936206013,12,7,0.5052769222930958,1
0.39510183754789086,0.31180521021041097,0.26114494061329063,0.24672505347947127,30,11,0.6779718525450447,0
0.18853023387416024,0.23514713797634515,0.05916556720679858,0.7218363322336134,32,13,0.9841852649479997,0
0.6382235529263369,0.8540180770371044,0.9731570410662459,0.09380782400772492,23,6,0.8755390445272362,1
0.7877928506388727,0.7770744023147845,0.6172691647871131,0.8835298364237075,31,4,0.7701931135378551,1
0.6063628402155351,0.6501058447746714,0.5775043350045737,0.02445084088201488,18,3,0.7119178105885787,1
0.4956050782011431,0.418864671294646,0.4828860372275219,0.8651002319106483,30,0,0.3964362353648121,0
0.05088073454501463,0.0,0.0,0.746067978959365,29,13,0.215924790431266,0
0.7792699435748007,1.0,0.8262285404862868,0.027182133497585026,13,14,0.7100168800546234,1
0.7439947226949909,0.7724138567095542,0.962704602936971,0.44953224112352086,2,9,0.2015349753923832,1
0.8117523712192651,0.5386640027726548,0.6027630747121522,0.14102729995001462,10,14,0.9028926876302835,1
0.3321630477034516,0.40491798643649657,0.2710797453041121,0.09000139104508986,7,1,0.07130453418484539,0
0.07405768336907359,0.08577016246852641,0.0,0.5802402167429431,3,11,0.630912007772655,0
0.6384675277647406,0.6127425146001269,0.4685446410361256,0.44739275179210947,28,5,0.4676524524502125,1
0.7965717298026914,0.8099337813304648,0.7710704632237829,0.2463522417832268,31,12,0.33020129559773137,1
0.8564096306557393,0.7871700660904353,0.8185519681011475,0.30766546637903003,30,3,0.6889014524529722,0
0.2950192087123954,0.22714255890979074,0.337061714464572,0.5542855857264279,11,9,0.6103353887901798,0
0.1350797922175241,0.0,0.0,0.6825881222168831,24,1,0.4468388424141526,0
0.08671148364319914,0.18776671873971507,0.09599136499796364,0.7429063098580823,30,3,0.8297499101249115,0
0.7604216851846175,0.6049807430486933,0.7755899188614572,0.6197193893796402,28,13,0.49181258141290995,1
0.6019969635275295,0.7774795951443327,0.8583990683296501,0.5156874385219721,26,7,0.9216849842375704,1
0.468320534694331,0.6014209120733868,0.4422196118492412,0.18088443032209034,17,3,0.09518753833697413,1
0.43194566100048193,0.3958539108188737,0.21063772527875355,0.032149087802850196,8,8,0.154283125413476,0
0.16736499964417928,0.16260024576254192,0.20684570625951304,0.6415613259643522,12,6,0.7596430523063947,1
0.9057918529142601,0.9057242812595051,0.9096936339192613,0.8497301914012271,14,14,0.22394566559395823,1
0.25043308673188824,0.2708543199149201,0.22464161239767555,0.993522523145843,0,14,0.5267732313623077,0
0.859970543701606,0.9522788886660614,1.0,0.5285417289424529,26,12,0.30320207663459164,1
0.985621101512008,0.880487910604653,0.8578424521502392,0.7984483448280576,38,4,0.32085007406718746,1
0.5607773745620122,0.5713329221217324,0.5932914148397268,0.4083230226329888,27,11,0.33354992647835535,1
0.127225961891828,0.2327004452159351,0.08296312820648144,0.44628233858044153,2,3,0.7593411000223874,0
0.021156011423293486,0.10052139421029845,0.03636712213201379,0.6558728609828406,35,4,0.06494677920994363,0
0.5817272979587149,0.5614890875506606,0.6658634273227101,0.15539711925727562,20,9,0.4446880280107457,1
0.07179714236004586,0.19468900314096885,0.22367755073280893,0.011016667384228462,21,2,0.9039041887954788,0
0.15003957824821013,0.25467170223054425,0.19849104787798527,0.724816822246873,7,8,0.9531483799125258,0
0.3002719121425267,0.5173416571924592,0.6598745515394897,0.2244158926746863,29,0,0.3522124935651242,0
0.01843780287519381,0.0,0.026673616797664154,0.6104041091743072,25,11,0.8105197156597975,0
0.10279769614474943,0.008816112738929321,0.0,0.2455660388094516,7,0,0.2235903208760469,0
0.41393031905460087,0.35993387323084297,0.2523602773663197,0.9256866687367246,17,3,0.9295729155672217,1
0.9249624727069454,0.7856530379405368,0.7888900480132398,0.7630192967767481,28,14,0.9059022188177783,0
0.5503235056976393,0.6165465582813944,0.32483057021168776,0.6138282558090116,37,9,0.4172536098586862,0
0.15357977908611453,0.0,0.0,0.729780767043792,7,12,0.4724686775644882,0
0.31221427292207826,0.24224046424575535,0.14051803013559122,0.36898855330034497,38,2,0.21957959220209133,0
